"actor_id","target_year","sector_list","target_boundary","percent_achieved","last_updated","target_type","baseline_year","target_id","target_value","target_unit","data_source"
"AE DXB",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",25.6,"2021-10-04T09:30:14.243","Relative emission reduction",2020,"CDPCitiesTargets:2021:AE DXB",16,"percent","CDPCitiesTargets:2021"
"SE LUD",2030,"Transport","Same (city-wide) – covers entire city and nothing else",22,"2021-10-04T09:30:14.243","Absolute emission reduction",2010,"CDPCitiesTargets:2021:SE LUD",90,"percent","CDPCitiesTargets:2021"
"FR NCE",2026,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",30,"2021-10-04T09:30:14.243","Absolute emission reduction",2012,"CDPCitiesTargets:2021:FR NCE",22,"percent","CDPCitiesTargets:2021"
"EC PVO",2035,"Waste","Same (city-wide) – covers entire city and nothing else",25,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:EC PVO",70,"percent","CDPCitiesTargets:2021"
"JP SHO",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",98.18,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP SHO",92.57,"percent","CDPCitiesTargets:2021"
"AR CCO",2030,"Other, please specify: Energía, Transporte y Desechos","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:AR CCO",18,"percent","CDPCitiesTargets:2021"
"TH BKK",2020,"Transport","Same (city-wide) – covers entire city and nothing else",100,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:TH BKK",16.75,"percent","CDPCitiesTargets:2021"
"NZ ROT",2050,"Other, please specify: Biogenic emissions","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:NZ ROT",47,"percent","CDPCitiesTargets:2021"
"SE HEL",2024,"Other, please specify: food","Smaller – covers only part of the city",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2018,"CDPCitiesTargets:2021:SE HEL",50,"percent","CDPCitiesTargets:2021"
"NL HAG",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",91,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:NL HAG",30,"percent","CDPCitiesTargets:2021"
"IN STV",2030,"Waste","Same (city-wide) – covers entire city and nothing else",10,"2021-10-04T09:30:14.243","Absolute emission reduction",2019,"CDPCitiesTargets:2021:IN STV",40,"percent","CDPCitiesTargets:2021"
"CH ZRH",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Carbon intensity reduction",NA,"CDPCitiesTargets:2021:CH ZRH",NA,"percent","CDPCitiesTargets:2021"
"IN RAJ",2022,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:IN RAJ",14,"percent","CDPCitiesTargets:2021"
"GB GLW",2030,"Energy","Same (city-wide) – covers entire city and nothing else",31,"2021-10-04T09:30:14.243","Absolute emission reduction",2006,"CDPCitiesTargets:2021:GB GLW",100,"percent","CDPCitiesTargets:2021"
"GB SUN",2025,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",20.9,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:GB SUN",61.5,"percent","CDPCitiesTargets:2021"
"KR HWS",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:KR HWS",NA,"tCO2e","CDPCitiesTargets:2021"
"ES ZAZ",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",20,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:ES ZAZ",55,"percent","CDPCitiesTargets:2021"
"JP UKY",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",74,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP UKY",40,"percent","CDPCitiesTargets:2021"
"CH ZRH",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",36,"2021-10-04T09:30:14.243","Carbon intensity reduction",2005,"CDPCitiesTargets:2021:CH ZRH",82,"percent","CDPCitiesTargets:2021"
"CR DE2",2021,NA,"Same (city-wide) – covers entire city and nothing else",75,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:CR DE2",1,"percent","CDPCitiesTargets:2021"
"BR RIO",2024,"Other, please specify: The target is about to achieve by 2024 a 5% reduction in greenhouse gas emissions assessed by the Sustainable Development and Climate Action Plan, compared to the 2017 base year.","Local Government Operations - covers only emission sources owned and operated by local government",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:BR RIO",5,"percent","CDPCitiesTargets:2021"
"FR NCE",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",50,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:FR NCE",40,"percent","CDPCitiesTargets:2021"
"BR CWB",NA,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2016,"CDPCitiesTargets:2021:BR CWB",NA,"percent","CDPCitiesTargets:2021"
"PE SDR",2025,"Waste","Same (city-wide) – covers entire city and nothing else",14,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:PE SDR",86,"percent","CDPCitiesTargets:2021"
"AR RCQ",2030,"Other, please specify: Energía, Transporte y Desechos","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:AR RCQ",18,"percent","CDPCitiesTargets:2021"
"SN DKR",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2050,"CDPCitiesTargets:2021:SN DKR",54,"percent","CDPCitiesTargets:2021"
"CR BLN",2021,"Waste","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:CR BLN",30,"percent","CDPCitiesTargets:2021"
"IT BLQ",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",48,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:IT BLQ",43.55,"percent","CDPCitiesTargets:2021"
"NL AMS",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:NL AMS",NA,"percent","CDPCitiesTargets:2021"
"JP HKO",2030,"Other, please specify: 本市が直接実施する事務・事業を対象","Local Government Operations - covers only emission sources owned and operated by local government",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP HKO",40,"percent","CDPCitiesTargets:2021"
"DK CPH",2025,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",38,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:DK CPH",0,"tCO2e","CDPCitiesTargets:2021"
"HN TGU",2040,"Other, please specify: Manejo de Recursos Naturales, cuencas hidrográficas y protección forestal","Local Government Operations – covers only emission sources owned and operated by local government",10,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:HN TGU",257988,"tCO2e","CDPCitiesTargets:2021"
"SE UME",2040,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",0,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:SE UME",100,"percent","CDPCitiesTargets:2021"
"IT TRN",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",83,"2021-10-04T09:30:14.243","Absolute emission reduction",1991,"CDPCitiesTargets:2021:IT TRN",55,"percent","CDPCitiesTargets:2021"
"IT TRN",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",83,"2021-10-04T09:30:14.243","Absolute emission reduction",1991,"CDPCitiesTargets:2021:IT TRN",55,"percent","CDPCitiesTargets:2021"
"PH BAG",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:PH BAG",NA,"percent","CDPCitiesTargets:2021"
"CR SJO",2025,"Transport","Same (city-wide) – covers entire city and nothing else",100,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:CR SJO",1,"percent","CDPCitiesTargets:2021"
"MC MON",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",51.3,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:MC MON",30,"percent","CDPCitiesTargets:2021"
"CL SCL",2030,"Energy","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Carbon intensity reduction",2030,"CDPCitiesTargets:2021:CL SCL",NA,"percent","CDPCitiesTargets:2021"
"NZ DUD",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:NZ DUD",560474.1,"tCO2e","CDPCitiesTargets:2021"
"JP TOY",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:JP TOY",NA,"percent","CDPCitiesTargets:2021"
"MX PVR",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:MX PVR",NA,"percent","CDPCitiesTargets:2021"
"SE UME",2030,"Transport","Larger – covers the whole city and adjoining areas",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2010,"CDPCitiesTargets:2021:SE UME",100,"percent","CDPCitiesTargets:2021"
"BR REC",2050,"Transport","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:BR REC",0,"tCO2e","CDPCitiesTargets:2021"
"SE LUD",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",49,"2021-10-04T09:30:14.243","Absolute emission reduction",2010,"CDPCitiesTargets:2021:SE LUD",80,"percent","CDPCitiesTargets:2021"
"UG KLA",2030,"Transport","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:UG KLA",22,"percent","CDPCitiesTargets:2021"
"BR CWB",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:BR CWB",58.6,"percent","CDPCitiesTargets:2021"
"AR GCR",2030,"Other, please specify: Energía, Transporte y Desechos","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:AR GCR",30,"percent","CDPCitiesTargets:2021"
"SE GOT",2030,"Transport","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2020,"CDPCitiesTargets:2021:SE GOT",25,"percent","CDPCitiesTargets:2021"
"SE GOT",2030,"Transport","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2020,"CDPCitiesTargets:2021:SE GOT",25,"percent","CDPCitiesTargets:2021"
"CR QPS",2025,"Waste","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2018,"CDPCitiesTargets:2021:CR QPS",1.3,"percent","CDPCitiesTargets:2021"
"TZ DAR",2015,"Waste","Larger – covers the whole city and adjoining areas",50,"2021-10-04T09:30:14.243","Absolute emission reduction",2000,"CDPCitiesTargets:2021:TZ DAR",10,"percent","CDPCitiesTargets:2021"
"PT VSE",2030,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2000,"CDPCitiesTargets:2021:PT VSE",55.9,"percent","CDPCitiesTargets:2021"
"ID BTR",2020,"Energy","Same (city-wide) – covers entire city and nothing else",9,"2021-10-04T09:30:14.243","Relative emission reduction",2020,"CDPCitiesTargets:2021:ID BTR",11.2,"percent","CDPCitiesTargets:2021"
"GB NTG",2028,"Other, please specify: Scope 1 and 2 CO2 emissions from BEIS local authority inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:GB NTG",111500,"tCO2e","CDPCitiesTargets:2021"
"KR TAE",2030,"Other, please specify: Public Others","Smaller – covers only part of the city",28.7,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:KR TAE",17.3,"percent","CDPCitiesTargets:2021"
"TH BKK",2020,"Energy","Same (city-wide) – covers entire city and nothing else",17.4,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:TH BKK",13.22,"percent","CDPCitiesTargets:2021"
"ID BKA",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:ID BKA",NA,"percent","CDPCitiesTargets:2021"
"CH BSL",2035,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",50,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:CH BSL",561680,"tCO2e","CDPCitiesTargets:2021"
"HN TGU",2040,"Energy","Same (city-wide) – covers entire city and nothing else",20,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:HN TGU",1048949,"tCO2e","CDPCitiesTargets:2021"
"BE CRL",2030,"Energy","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2006,"CDPCitiesTargets:2021:BE CRL",40,"percent","CDPCitiesTargets:2021"
"SE KID",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",90,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:SE KID",40,"percent","CDPCitiesTargets:2021"
"CH LAU",2030,"Transport","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:CH LAU",0,"tCO2e","CDPCitiesTargets:2021"
"PL WRO",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",3.5,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:PL WRO",20,"percent","CDPCitiesTargets:2021"
"PL WRO",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",3.5,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:PL WRO",20,"percent","CDPCitiesTargets:2021"
"PL WRO",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",3.5,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:PL WRO",20,"percent","CDPCitiesTargets:2021"
"TW KHH",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",12.09,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:TW KHH",100,"percent","CDPCitiesTargets:2021"
"CI COD",2030,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",28,"2021-10-04T09:30:14.243","Absolute emission reduction",2016,"CDPCitiesTargets:2021:CI COD",50,"percent","CDPCitiesTargets:2021"
"DK AAR",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:DK AAR",NA,"tCO2e","CDPCitiesTargets:2021"
"JP HIM",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP HIM",26.11,"percent","CDPCitiesTargets:2021"
"CL ZCO",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:CL ZCO",NA,"tCO2e","CDPCitiesTargets:2021"
"JP YOK",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",44,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP YOK",30,"percent","CDPCitiesTargets:2021"
"JP TYO",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2000,"CDPCitiesTargets:2021:JP TYO",50,"percent","CDPCitiesTargets:2021"
"KR TJI",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",100,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:KR TJI",100,"percent","CDPCitiesTargets:2021"
"PE SDR",2050,"Energy","Same (city-wide) – covers entire city and nothing else",5,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:PE SDR",95,"percent","CDPCitiesTargets:2021"
"AR ROS",2030,"Energy","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:AR ROS",10,"percent","CDPCitiesTargets:2021"
"DK MID",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:DK MID",NA,"tCO2e","CDPCitiesTargets:2021"
"AR ROS",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",75,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:AR ROS",22,"percent","CDPCitiesTargets:2021"
"SE TRG",2020,"All emissions sources included in city inventory","Larger – covers the whole city and adjoining areas",14,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:SE TRG",86652,"tCO2e","CDPCitiesTargets:2021"
"BR FOR",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",12,"2021-10-04T09:30:14.243","Absolute emission reduction",2014,"CDPCitiesTargets:2021:BR FOR",30,"percent","CDPCitiesTargets:2021"
"DE BER",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",87,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:DE BER",40,"percent","CDPCitiesTargets:2021"
"AU SYD",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",31,"2021-10-04T09:30:14.243","Absolute emission reduction",2006,"CDPCitiesTargets:2021:AU SYD",70,"percent","CDPCitiesTargets:2021"
"NG LOS",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",15,"2021-10-04T09:30:14.243","Relative emission reduction",2050,"CDPCitiesTargets:2021:NG LOS",100,"percent","CDPCitiesTargets:2021"
"GB BRS",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",3.98,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:GB BRS",0,"tCO2e","CDPCitiesTargets:2021"
"BR SSA",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:BR SSA",0,"tCO2e","CDPCitiesTargets:2021"
"BR BHZ",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",23,"2021-10-04T09:30:14.243","Absolute emission reduction",2030,"CDPCitiesTargets:2021:BR BHZ",20,"percent","CDPCitiesTargets:2021"
"PH BAG",2022,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Relative emission reduction",2022,"CDPCitiesTargets:2021:PH BAG",NA,"percent","CDPCitiesTargets:2021"
"KR TAE",2030,"Other, please specify: building field","Smaller – covers only part of the city",12.8,"2021-10-04T09:30:14.243","Relative emission reduction",2030,"CDPCitiesTargets:2021:KR TAE",18.1,"percent","CDPCitiesTargets:2021"
"PT OPO",2020,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",36.2,"2021-10-04T09:30:14.243","Absolute emission reduction",2004,"CDPCitiesTargets:2021:PT OPO",45,"percent","CDPCitiesTargets:2021"
"GB SUN",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",15.3,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:GB SUN",99.2,"percent","CDPCitiesTargets:2021"
"GB WNE",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:GB WNE",100,"percent","CDPCitiesTargets:2021"
"ES BCN",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",50,"2021-10-04T09:30:14.243","Absolute emission reduction",1992,"CDPCitiesTargets:2021:ES BCN",50,"percent","CDPCitiesTargets:2021"
"NZ ROT",2050,"Other, please specify: Gross emissions","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2015,"CDPCitiesTargets:2021:NZ ROT",100,"percent","CDPCitiesTargets:2021"
"PE SDR",2050,"Transport","Larger – covers the whole city and adjoining areas",1,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:PE SDR",99,"percent","CDPCitiesTargets:2021"
"CR SJO",2025,"Transport","Same (city-wide) – covers entire city and nothing else",15,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:CR SJO",1,"percent","CDPCitiesTargets:2021"
"JP HDA",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",44.5,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP HDA",26.1,"percent","CDPCitiesTargets:2021"
"ME TGD",2020,"Energy","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2008,"CDPCitiesTargets:2021:ME TGD",20,"percent","CDPCitiesTargets:2021"
"SE LPI",2025,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",13,"2021-10-04T09:30:14.243","Absolute emission reduction",2009,"CDPCitiesTargets:2021:SE LPI",100,"percent","CDPCitiesTargets:2021"
"CH LAU",2050,"Energy","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:CH LAU",0,"tCO2e","CDPCitiesTargets:2021"
"CI ABJ",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:CI ABJ",NA,"percent","CDPCitiesTargets:2021"
"ES MAD",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",1990,"CDPCitiesTargets:2021:ES MAD",65,"percent","CDPCitiesTargets:2021"
"ZA PZB",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Relative emission reduction",NA,"CDPCitiesTargets:2021:ZA PZB",NA,"percent","CDPCitiesTargets:2021"
"NZ AKL",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2016,"CDPCitiesTargets:2021:NZ AKL",100,"percent","CDPCitiesTargets:2021"
"SE HEL",2024,"Transport","Smaller – covers only part of the city",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2016,"CDPCitiesTargets:2021:SE HEL",NA,"percent","CDPCitiesTargets:2021"
"ID TRG",2023,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",20.4,"2021-10-04T09:30:14.243","Relative emission reduction",2023,"CDPCitiesTargets:2021:ID TRG",23,"percent","CDPCitiesTargets:2021"
"BR STD",2030,"Energy","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2019,"CDPCitiesTargets:2021:BR STD",20,"percent","CDPCitiesTargets:2021"
"CN HAZ",NA,NA,NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:CN HAZ",NA,"percent","CDPCitiesTargets:2021"
"KR CHC",2040,"Energy",NA,NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:KR CHC",100,"percent","CDPCitiesTargets:2021"
"CH ZRH",2035,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",46,"2021-10-04T09:30:14.243","Carbon intensity reduction",2005,"CDPCitiesTargets:2021:CH ZRH",64,"percent","CDPCitiesTargets:2021"
"CO MDE",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",3.46,"2021-10-04T09:30:14.243","Relative emission reduction",2050,"CDPCitiesTargets:2021:CO MDE",100,"percent","CDPCitiesTargets:2021"
"ZA CPT",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",5.1,"2021-10-04T09:30:14.243","Absolute emission reduction",2016,"CDPCitiesTargets:2021:ZA CPT",81.2,"percent","CDPCitiesTargets:2021"
"BR REC",2050,"Waste","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:BR REC",0,"tCO2e","CDPCitiesTargets:2021"
"HK HKG",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:HK HKG",0,"tCO2e","CDPCitiesTargets:2021"
"BR RIO",2030,"Other, please specify: The target is about to achieve by 2030 a 20% reduction in greenhouse gas emissions assessed by the Sustainable Development and Climate Action Plan, compared to the 2017 base year.","Local Government Operations - covers only emission sources owned and operated by local government",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:BR RIO",20,"percent","CDPCitiesTargets:2021"
"JP KIJ",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",24.3,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP KIJ",80,"percent","CDPCitiesTargets:2021"
"NZ AKL",2030,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",0,"2021-10-04T09:30:14.243","Absolute emission reduction",2016,"CDPCitiesTargets:2021:NZ AKL",50,"percent","CDPCitiesTargets:2021"
"PE SDR",2025,"Transport","Same (city-wide) – covers entire city and nothing else",3,"2021-10-04T09:30:14.243","Absolute emission reduction",2017,"CDPCitiesTargets:2021:PE SDR",97,"percent","CDPCitiesTargets:2021"
"IT FLR",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",45,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:IT FLR",80,"percent","CDPCitiesTargets:2021"
"IT FLR",2050,"All emissions sources included in city inventory","Same (city-wide) – covers entire city and nothing else",45,"2021-10-04T09:30:14.243","Absolute emission reduction",2005,"CDPCitiesTargets:2021:IT FLR",80,"percent","CDPCitiesTargets:2021"
"JP OKI",2030,"Other, please specify: 本町が行うすべての事務・事業を対象とします","Local Government Operations - covers only emission sources owned and operated by local government",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",2013,"CDPCitiesTargets:2021:JP OKI",40.7,"percent","CDPCitiesTargets:2021"
"JP TYO",2050,"Other, please specify: Contribute to the reductions of CO2 emitted outside of Tokyo","Larger – covers the whole city and adjoining areas",NA,"2021-10-04T09:30:14.243","Absolute emission reduction",NA,"CDPCitiesTargets:2021:JP TYO",NA,"tCO2e","CDPCitiesTargets:2021"
